Author-作者,Title-题名,Source-刊名,Year-年,Roll-卷,Period-期,PageCount-页码
白晶;,浅谈如何做好企业基层工会工作,辽宁经济,2014,,7,94-95
张会琴;,提升基层工会工作者工作能力与影响力的探索,经营管理者,2014,,20,153
,争取更多的资源和手段 努力构建社会化维权帮扶工作体系,中国工运,2014,,7,21-22
,搭建平台 创新载体 全力构建以人为本的维权帮扶格局,中国工运,2014,,7,23-24
,信息动态,中国工运,2014,,7,61-64
,中国特色社会主义工会建设工作指导性刊物《工会工作》,武陵学刊,2014,,4,2
陈华;,安徽职工维权法律顾问团成立,中国职工教育,2014,,13,27
王阳;,架起企业与职工情感交融的“彩虹桥”,中国职工教育,2014,,13,26+30
,中国石油集团长城钻探工程公司拓展工会工作新领域,工会信息,2014,,19,2
董柏云;,工会主席要有亲和力,工会信息,2014,,19,15
高雅荣;,进企业 访职情 办实事 增感情,工会信息,2014,,19,34
,四川工会法律援助微博影响力扩大,工会信息,2014,,19,40
陈文山;,以竞赛打造有特色的企业安全文化,工会博览,2014,,7,26
吴学松;,现代大学制度视阈下高校工会工作创新策略,中国冶金教育,2014,,3,81-85
颜炼钢;,高等职业院校编外用工人员权益保护现状与对策,才智,2014,,18,220-221
申顺更;,同工同酬的难点与对策建议,中国煤炭,2014,,6,31-33+40
,成都市总工会购买社会法律服务助职工维权,工会信息,2014,,18,42
,视觉信息,工会信息,2014,,18,49
丁艺;,做好当前职工群众工作的思考,工会信息,2014,,18,29-30
余晓琴;洪小龙;,上饶市总工会开通江西首个“工会官方微信公众平台”,工会信息,2014,,18,38
王功辉;,充分发挥工会桥梁纽带作用 促进企业劳动关系和谐发展,沈阳干部学刊,2014,,3,33-34
曹彦;,小型个私经济和非正规就业组织工会工作探析,北京市工会干部学院学报,2014,,2,40-44
梁海霞;,新形势下如何开展团场工会工作,兵团工运,2014,,6,16
周庆武;刘四新;,二团工会着力提升工会建设水平,兵团工运,2014,,6,44
,加强街道工会建设 发挥工会更大作用,工会理论研究(上海工会管理职业学院学报),2014,,3,32-35
赵金华;,做好劳动争议调解工作 构建企业和谐劳动关系,企业改革与管理,2014,,10,82
,阳泉市总工会通过“入会宣誓”提升会员归属感,工会信息,2014,,16,39
,菏泽市总工会与多地工会签订服务意向书,工会信息,2014,,16,44
陈合庄;,主动作为 强化维权服务品牌,工会博览,2014,,6,12
刘永发;,创新工作思路 服务更加贴近职工,工会博览,2014,,6,16
彭茜;,以求真务实创新的精神统领工会工作,科学咨询(科技·管理),2014,,6,11月12日
刘安邦;,企业工会组织如何在基建单位发挥职能,企业技术开发,2014,,15,154+156
王红平;,工会组织维护教职工合法权益的思考,湘潮(下半月),2014,,5,61+74
郭继泉;马学玉;,对充分发挥“职工之家”作用的思考,胜利油田党校学报,2014,,3,101-102
刘业林;,镇江市总工会发布2014年首个维权预警信息,工会信息,2014,,15,43
唐海军;,中铁二局工会“四举措”深化企业帮扶工作,工会信息,2014,,15,47
黄圣男;刘和;姚冰;王雅龙;王志刚;,农民工参与权益保护组织的意愿与行为分析——基于阜阳市和深圳市的调查数据,中国农村观察,2014,,3,10月20日
刘建娥;,企业农民工与社区农民工政治融入的问题及对策研究,云南大学学报(社会科学版),2014,,3,56-63+111-112
苗理强;韩首中;,主动联接求实效 奋勇争先谋发展——第二师工会对口支援工作纪实,兵团工运,2014,,5,16
黄义;,浅论工人报刊的定位、视角及市场化对策,湖南大众传媒职业技术学院学报,2014,,3,38-40
杨春兰;,企业女职工维权工作要有高度、力度和温度,现代企业,2014,,5,49-50
,长治市总工会开展农民工工资支付维权服务活动,中国工运,2014,,5,24-26
,晋城市总工会做好帮助农民工讨薪工作,中国工运,2014,,5,27-28
高剑;,发挥工会作用 推动企业发展,东方企业文化,2014,,9,69
侯树平;,新时期工会如何在推进和创新中提升保障服务质量,东方企业文化,2014,,9,80
,活动,光彩,2014,,5,59
颜荣云;,对工会民主管理工作在促进企业健康发展维护企业和谐稳定的几点看法,经营管理者,2014,,13,81
,默默坚守 无私奉献——记商洛市总工会经审会主任兼维权经济财务部部长李艳红,中国工会财会,2014,,5,34-35
郭稳才;,辩证的思维 行动的指南——深入学习习近平总书记关于工会维护职工权益的重要论述,工会信息,2014,,13,7月8日
林松;,基于文化自觉的高校工会民主文化建设,工会信息,2014,,13,22-23
周龙华;,构建“枢纽型”职工服务体系,工会信息,2014,,13,26-27
曹露;冯民;,盐城市总工会开展“劳动关系状况季季清”活动,工会信息,2014,,13,37
,辽宁省“春风行动”收官4.5万农民工就业,工会信息,2014,,13,40-41
栾蔚;任培超;,邹城市总工会倾力打造工作特色品牌,工会信息,2014,,13,44
,为新形势下做好城市工会工作树立典范——陈豪在北京市工会第十三次代表大会上的讲话(节选),工会博览,2014,,5,22
魏密;,维护女职工权益的实践与思考,石油政工研究,2014,,2,61
林绍珍;,福建省女性农民工劳动合同签订的影响因素探析,南华大学学报(社会科学版),2014,,2,81-84
吴小平;,新形势下供电企业民主管理探析,企业技术开发,2014,,12,50+61
徐传泳;,发挥工会“三项职能”在聚焦服务职工中求作为,科技信息,2014,,12,388+390
姚黎光;,论“服务性”工会建设的途径和方法,中国职工教育,2014,,8,12+18
王美玲;,基于群众路线教育实践活动的工会三位一体建构,企业改革与管理,2014,,6,89
王志勇;,不要轻易对维权职工说“走法律程序!”,工会信息,2014,,12,1
,沧州市新华区总工会广征意见确保民主生活会质量,工会信息,2014,,12,42
张德志;,创新工会工作 增强企业活力,理论学习与探索,2014,,2,61-62
苑来学;王其军;李萍;,推进高校工会工作创新发展的思考,山东工会论坛,2014,,2,40-41
刘宝春;,新形势下工会工作创新的研究与探索,山东工会论坛,2014,,2,54-55
齐济友;,高校后勤合同工入会问题探讨,山东工会论坛,2014,,2,6月8日
齐乃华;王晓丹;郑雪芹;王艳艳;,企业“建会难”成因及其解决对策探索,山东工会论坛,2014,,2,9月11日
饶燕枝;,工会12351热线:离职工期待有多远,工友,2014,,4,8
,声音,工友,2014,,4,13
汪玲;任若梦;,红峰家的“密码”——“全国模范职工之家”红峰公司工会侧记,工友,2014,,4,32-33
邹志珍;,基层工会组织如何在深化改革中发挥作用,管理观察,2014,,11,152+155
王凤珠;,新形势下学校工会工作的新做法浅议,中国校外教育,2014,,10,10
王森龙;,创建便民化、信息化、社会化职工援助服务体系,中国工运,2014,,4,50-51
,信阳工会维护农民工权益实现制度化,中国工运,2014,,4,60
,信息动态,中国工运,2014,,4,61-64
薄红;,新形势下煤矿工会工作的创新和探索,科技视界,2014,,10,260
,创新发展的北票市总工会,党史纵横,2014,,4,66
杨波;,强化“会员意识”势在必行,工会信息,2014,,10,21
邵爱霖;,企事业单位开展创建“工人先锋号”活动之我见,工会信息,2014,,10,30-31
刘春杰;,关于新形势下高校二级工会工作的思考,吉林工程技术师范学院学报,2014,,3,40-42
吴松涛;,在四个方面下功夫 开展困难帮扶工作,中国职工教育,2014,,6,6
甘亚;,高校二级教代会建设探索,学理论,2014,,9,227-228
杨春兰;,做好企业职工互助保险工作的思考,现代企业,2014,,3,40-41
,加强宏观源头参与 切实履行维护职能,兵团工运,2014,,3,7
逯青年;,阳光雨露春满园——西山煤电集团西铭矿工会着力创新长效帮扶工作纪实,先锋队,2014,,8,27-29
王香阑;,判决书上网让劳资双方都受益,中国职工教育,2014,,5,61-62
王燕春;张秋涞;,浅谈基层工会如何做好劳动保护工作,东方企业文化,2014,,5,87
刘云升;,完善我国劳务输出劳动争议处理机制的构想,学术交流,2014,,3,71-75
吕国泉;李嘉娜;淡卫军;王压非;朱勋克;,中国海外劳务移民的发展变迁与管理保护——以移民工人维权和争议处理为中心的分析,华侨华人历史研究,2014,,1,1月17日
刘群;,浅析如何在新时代做好建筑施工企业的工会工作,科技创新导报,2014,,7,61
任衍斌;,企业工会群众思想政治工作的有效开展,东方企业文化,2014,,4,97
耿凯;,试论工会组织在企业经营管理中的作用,东方企业文化,2014,,4,42+49
李大君;,“高薪”下的艰辛——建筑工人生存状态调查,建筑,2014,,4,6月25日
刘辉;,探析企业工会开展思想政治工作的优势和途径,企业研究,2014,,4,173
王启明;,论“安康杯”竞赛与工会劳动保护工作的内在关系,山东工会论坛,2014,,1,39-40
李成忠;,新形势下做好企业工会工作的思考,山东工会论坛,2014,,1,49-50
李玲娥;郭欣亮;,现阶段私营企业劳动者权益保护研究——基于山西省的问卷调查与访谈,经济问题,2014,,2,17-22
冯亚丽;,煤矿企业工会工作对策探讨,东方企业文化,2014,,3,39
车杰;,浅析事业单位工会建设,东方企业文化,2014,,3,47
李春梅;,新形势下做好基层女工工作的几点思考,东方企业文化,2014,,3,88
季帅月;,以求真务实创新的精神统领工会工作,河南科技,2014,,3,201
四川省达州市总工会课题组;杨波;丁德光;,基层工会维护职工合法权益机制的调查报告,中国工人,2014,,2,15-21
毕亮;,探索社区医院创新党工团工作新途径,工会博览,2014,,2,31-32
葛萍;,工会参与劳动安全卫生工作若干思考,中国劳动关系学院学报,2014,,1,50-54
汪杰;李论;,在“五大”体系建设中发挥工会组织作用的探索,中国电力教育,2014,,3,226-227
褚红;,如何履行基层工会职能 营造团结和谐之家,经营管理者,2014,,2,109
赵兰芳;陈昭庆;吴新再;,大学章程视野下高校工会维权工作研究,兰州教育学院学报,2015,,12,"""71-72+75"""
宋希永;齐天翔;,工会在构建和谐劳动关系中发挥维权维稳作用的思考,山东工会论坛,2015,,6,"""9-11"""
刘丹琴;李娇凤;陈佳莉;赖楠楠;,新形势下私营企业工会维权现状分析——以广州为例,科技创业月刊,2015,,22,"""43-46+49"""
郑宗仁;,大数据视野下的高校工会维权研究综述(1989-2015),老区建设,2015,,20,"""47-50"""
朱红;,非公企业工会维权工作的困境及路径探析,兵团工运,2015,,10,"""21-22"""
牛华男;,浅谈高校和谐教书育人环境构建与工会维权模式创新,当代经济,2015,,28,"""108-109"""
徐建丽;,义乌工会社会化维权的困境与对策,中国劳动关系学院学报,2015,,5,"""26-29"""
凌泽华;章群;牛忠江;,工会维权治理机制创新的“协同学”调查与研究——基于成都模式的调研,中国劳动,2015,,16,"""37-41"""
张靖;,法治中国背景下高校工会维权建设机制探析,山东工会论坛,2015,,3,"""9-11"""
林青;,高校工会维权职能、途径及创新机制研究,湖南税务高等专科学校学报,2015,,3,"""37-38+57"""
周琳;,工会职工维权服务领域问题分析及对策建议,企业改革与管理,2015,,10,"""84+118"""
张杨;,工会依法维权仍需夯实制度基础,工会理论研究(上海工会管理职业学院学报),2015,,3,"""19-22"""
刘月生;,新形势下工会维权工作面临的挑战和对策,中外企业家,2015,,15,"""232"""
杨月荣;李健;,新形势下工会维权研究,化工管理,2015,,12,"""17"""
王建昱;,从神华企业看中国特色工会维权观的发展,管理观察,2015,,8,"""52-55"""
,褚立香 怀柔区总工会权益部部长 工会维权事业的亲历者,工会博览,2015,,3,"""7-8"""
李小禾;,以法治思维和法治方式推进高校工会维权,沈阳建筑大学学报(社会科学版),2015,,1,"""94-98"""
白青锋;廖巧玲;,提升工会维权实效——昆明市总工会常务副主席赵涤群谈“两书”制度建设,工友,2015,,2,"""34-35"""
钟兴弘;,厦门港加强长效机制建设 探索工会维权新途径,工会信息,2015,,4,"""30-31"""
赵洪凤;,高校工会维权的现实困境及法律对策探讨,东方企业文化,2015,,1,"""96-97"""
明娟;曾湘泉;,工会主席专职化对工会维权活动的影响效应——来自雇主—雇员匹配调查的证据,经济与管理研究,2015,,1,"""73-80"""
金鑫;,对当前铁路企业工会组织推进依法维权工作的探索和思考,中国工运,2015,,12,"""49-50"""
寻晓勇;,对主动维权、依法维权、科学维权的思考,科技视界,2015,,33,"""250"""
邹最东;,强化工会维权的责任担当,中国工运,2015,,11,"""57"""
周亚平;,维权促稳中企业工会的作用,企业改革与管理,2015,,20,"""177-178"""
李健;,强化企业单位工会组织维权能力的对策研究,企业技术开发,2015,,30,"""27-28"""
曹彦;,机关事业单位工会在职工工资收入调整中的角色和功能,天津市工会管理干部学院学报,2015,,3,"""22-27"""
厉敏;,论工会对女职工维权工作的作用及意义,东方企业文化,2015,,17,"""156"""
司国栋;,论工会干部履行维权职能应具备的能力,中国职工教育,2015,,8,"""72+75"""
王志广;,工会维权有了“尚方宝剑”,中国人力资源社会保障,2015,,8,"""26-27"""
崔欣;,怀柔区总工会党组书记、工会主席 曹立仓 工资协商机制是工会维权的助力,工会博览,2015,,8,"""11"""
张宏;,刍议事业单位工会维权途径与机制,东方企业文化,2015,,13,"""369"""
王香阑;,工会帮我维权5000元补偿变成8500元,工会博览,2015,,7,"""14-17"""
王凤宝;,洞口县总工会多渠道培训 提升基层工会干部维权意识,工会信息,2015,,15,"""44"""
廖祖华;,“硬化”工会维权职能 构建和谐劳动关系,企业文明,2015,,5,"""86-87"""
孙长富;,企业工会干部要敢于善于勤于乐于做好维权工作,中国工运,2015,,4,"""39"""
蔡英辉;王依然;,高校知识女性维权路径探析——兼论工会的维权职能,行政与法,2015,,4,"""69-74"""
刘赞杰;贺余德;房克乐;王政;,基层工会建设存在的突出问题以及对策思路的研究,山东工会论坛,2015,,2,"""1-5"""
,呼铁局工会开展女职工维权行动月活动,工会信息,2015,,10,"""48"""
薛晓霞;,企业职工工资收入变化趋向与工会维权的实现途径,兵团工运,2015,,3,"""23-24"""
冯贵华;,南郑县:政府与工会联席会成职工维权重要途径,工会信息,2015,,7,"""34"""
张建国;徐微;,应尽快研究制定《集体协商法》,工会信息,2015,,7,"""4-8"""
李臻;王政;卢国栋;吴晓瑞;刘光庆;,关于工会改革发展的研究,山东工会论坛,2015,,1,"""1-8"""
黄龙;,大力推进工会工作法治化建设 依法建会、依法管会、依法履职、依法维权,中国职工教育,2015,,2,"""41-43"""
李海滨;,企业工会在维权促稳中的作用研究,东方企业文化,2015,,2,"""130"""
,2014年工会维权成绩显著 成功调解26万多件劳动争议案,中国职工教育,2015,,1,"""9"""
于群群;,"发挥工会维权职能,维护合同制职工权益",中国管理信息化,2015,,1,"""159-160"""
,全国工会职工法律援助维权服务典型案例,中国职工教育,2015,,12,"""54-55"""
王倩;,盐池县“法官工会主席双助理”走出依法维权新路径,工会信息,2015,,34,"""22"""
王代华;李明慧;,冯营公司工会构建维护体系“撑”起维权一片天,工会信息,2015,,34,"""46"""
,全国工会职工法律援助维权服务典型案例 农民工陈某工伤赔偿案,中国职工教育,2015,,11,"""61-62"""
王奕;,在全面深化国资国企改革中充分发挥工会组织作用 做好职工维权维稳工作,天津市工会管理干部学院学报,2015,,3,"""1-5"""
程超;,浅谈新常态下企业工会的维权工作,工友,2015,,9,"""42-43"""
孙璐;,泸州市总工会维权服务上档升级,工会信息,2015,,22,"""38"""
董鑫;,依法治国视野下教科文卫体系统职工维权机制的构建,许昌学院学报,2015,,4,"""134-137"""
刘欣欣;,朝阳工会构建起坚实的维权防线,工会博览,2015,,7,"""38"""
,党政与工会,工会信息,2015,,16,"""38-39"""
李敏;蔡惠如;,工会承诺、组织承诺和员工绩效——被企业所有制类型跨层次调节的中介模型,商业经济与管理,2015,,5,"""42-49+67"""
董申翔;张恩利;,职业体育行业集体谈判制度域外考察及其启示,西安体育学院学报,2015,,4,"""406-409+483"""
,农民工被欠370万 工会组团帮维权,工会信息,2015,,12,"""36"""
彭庭松;,高校工会维权要践行群众路线,山东工会论坛,2015,,2,"""33-35"""
刘振莲;,煤矿工会在职工维权服务中的新探索,山东工会论坛,2015,,2,"""36-37"""
孙淑英;贾书明;,《劳动合同法劳动合同法》实施后中国工会发展若干问题研究,山东工会论坛,2015,,2,"""10-14"""
邵惠玲;,国企工会工作的问题与创新,东方企业文化,2015,,7,"""382"""
王春梅;,中铁八局电务公司工会完善服务机制彰显维权活力,工会信息,2015,,10,"""47"""
李格平;,两手抓 两提升 充分发挥工会依法维权之职能作用,品牌(下半月),2015,,1,"""123+125"""
朱晶晶;,让曝光制度成为工会为职工维权的又一“利器”,中国职工教育,2015,,3,"""61"""
黄岩;孟泉;,工会网络问“政”:广东“工人在线”创新维权新机制,中国工人,2015,,3,"""14-19"""
胥纯;李长春;张媛媛;罗旭东;,四川建立工会律师团的调查报告,中国工运,2015,,2,"""23-25"""
,湖州工会强化维权职能 促进劳动关系和谐,工会信息,2015,,4,"""28-29"""
胥纯;李长春;张媛媛;罗旭东;,探索职工维权专业化的有效途径——四川省工会律师团工作调查,工会信息,2015,,3,"""20-21"""
,"依法管会,依法履职 提升工会工作法治化水平",中国职工教育,2015,,1,"""27-29"""
徐忠良;,以“幸福企业”创建助推工会依法科学维权,工会信息,2015,,1,"""11-12"""
熊安明;宋祥勇;,达州和运城工会联动维权 跨省讨薪200余万元,工会信息,2015,,1,"""12"""
,天津市工会管理干部学院学报稿约,天津市工会管理干部学院学报,2015,,4,65
门献敏;,在改革创新中激发基层工会组织之活力,知与行,2015,,5,65-70
,靖江市总工会深化外来务工人员普法教育,工会信息,2015,,36,44
熊锦宏;,激发基层工会活力 加强基层工会建设,企业导报,2015,,23,193+181
黄林毅;,充分认识集体协商的地位和作用,当代广西,2015,,23,62-63
丁泽英;程渲;李春爱;,创新职工之家建设 创优职工服务体系——以职工之家为载体发挥工会在社会治理体系中的作用,中国劳动关系学院学报,2015,,6,37-42
王章;,探析转型期国有企业工会维护职工权益的机制,现代国企研究,2015,,22,193-195
郭振纲;,拓展“互联网+”运用 促工会法律服务升级,工会信息,2015,,33,1
,创新工会工作模式 构建“小机关、大产业、全覆盖”的工作格局,中国工运,2015,,11,42-43
饶慧娟;,供电企业工会工作的创新途径研究,办公室业务,2015,,21,21
夏光河;,江苏南车电机有限公司工会“五当好”促和谐,工会信息,2015,,30,45
王万民;张月萍;,高校工会共建区域性法律服务网络平台的探索,山东工会论坛,2015,,5,8月9日
金备;,“互联网+工会”不能缺工会人的勤奋,中国职工教育,2015,,10,4
李力东;,改革开放以来中国工会维护职能的演进路径,中国劳动关系学院学报,2015,,5,5月11日
,天津市工会管理干部学院学报稿约,天津市工会管理干部学院学报,2015,,3,65
薛宁梅;,浅谈新时期如何做好工会工作,科技风,2015,,17,275
谭立独;张道洪;罗元兵;,“三心”铸就维权品牌——记宜城市总工会职工维权中心,工友,2015,,9,32-33
张道洪;罗元兵;曾照芹;,宜城市总工会职工维权中心 “三心”铸就维权品牌,中国工会财会,2015,,9,30-31
曹力;,我的工会我的家,工会博览,2015,,9,1
祁春梅;潘明家;,武城县总工会建立网格维权工作机制,工会信息,2015,,25,41-42
蔡禾;朱建刚;,广东劳工维权组织的现状与发展趋势——基于珠三角的调查报告,社会发展研究,2015,,3,109-127+244
曹海英;,延庆县总工会主席 张树坡 “五好”基层工会将成为激发基层活力的一个创举,工会博览,2015,,8,11
何志勇;,如东县总工会寻找“最美工会干部”,工会信息,2015,,22,41
赵则阳;陈洪旺;,中原油田工会聘任常年法律顾问,工会信息,2015,,22,46
石晓天;,工会枢纽型社会组织建设现状及其反思——以广东省为例,中国劳动关系学院学报,2015,,4,43-49
徐明;,国有企业工会干部胜任特征模型构建与应用研究——以中国石化集团某公司为例,中国劳动关系学院学报,2015,,4,57-61
谭道艳;,“三位一体”帮扶模式解民忧,兵团工运,2015,,7,40
赵炜;,劳动关系结构变化和工会策略的选择,社会治理,2015,,2,124-128
孙艳红;,唐山市总工会举办工会法律工作培训班,工会信息,2015,,19,48
赵德睿;,运城市健全“制度保障”把维权纳入法治化和制度化轨道,工会信息,2015,,18,41
王亮;,德兴市规范工会法人资格审核登记,工会信息,2015,,18,43
李静华;,以问题为导向 加强企业工会建设,企业文明,2015,,6,103
,信息动态,中国工运,2015,,6,61-64
姜颖;,论依法治国与工会工作法治化建设,工会理论研究(上海工会管理职业学院学报),2015,,3,7月11日
,财务工作撷英采华,中国工会财会,2015,,6,32-33
范韶华;,工会法治化建设的由来及发展历程,劳动保障世界,2015,,15,39-40
毕英涛;,川陕苏区时期工会工作的历史概况与特点,四川文理学院学报,2015,,3,14-17
,吴忠市总工会启动“女职工维权行动月”活动,工会信息,2015,,13,43
张红霞;,浅谈做好国有企业工会工作,新西部(理论版),2015,,8,62+39
汪锦山;,加强基层工会组织活力建设长效机制措施分析,现代国企研究,2015,,8,205
周莉;,关于加强工会经费预算管理的思考,科技视界,2015,,11,179
,工会,现代企业文化(上旬),2015,,4,13
丁泽英;,积极参与社会建设 打造工会服务职工品牌,工会理论研究(上海工会管理职业学院学报),2015,,2,34-37
温松;刘剑;,社会治理视阈下和谐劳动关系的构建——以深圳市的政策实践为例,广东行政学院学报,2015,,2,52-58
夏翠洁;,浅议工会管理工作中的求真务实,东方企业文化,2015,,7,80
,健全制度 建立专项资金 实现新常态维权,中国工会财会,2015,,4,34-35
刘莺燕;,在改革中如何加强企业工会工作,企业改革与管理,2015,,6,60
万传建;,对提升工会组织创新力的若干思考,工会信息,2015,,10,17-18
刘赞杰;,树立“双为”理念 认真履职尽责,工会信息,2015,,9,13-15
罗昙;,杭州市总工会为基层工会主席设立权益保障金,工会信息,2015,,9,36-37
杨韶青;,浅谈新形势下如何创新工会宣传教育工作,农业机械,2015,,5,112-113
赵祥文;周筱丽;刘俊梅;,浅谈工会经费绩效审计,中国工会财会,2015,,3,20-21
,全国工会理论政策研究工作会在长沙召开,工会信息,2015,,7,35
,滨州市总工会出台《关于建设法治工会的意见》,工会信息,2015,,7,43
,北京市教育工会确定2015年工作新思路——第九届委员会第七次全体(扩大)会议召开,工会博览,2015,,3,46
李宏忠;,在党政主导下以“四个推进”构建和谐劳动关系,中国煤炭工业,2015,,2,70-71
王东星;张雁军;,创建发电企业工会工作新模式,中国电力企业管理,2015,,3,88-89
冯小兵;,浅议中国工会的双重角色定位,东方企业文化,2015,,3,112-113
刘志明;,新时代国有企业基层工会工作开展的原则及相关对策研究,办公室业务,2015,,3,12
吴俊义;,强化五种意识 做好新常态下工会工作,工会信息,2015,,4,20-21
,湘潭122家市直单位结对帮扶86家困难企业,工会信息,2015,,4,40-41
,工会主席畅谈2015年工作,工会博览,2015,,2,8月15日
程再兴;,关于基层工会建设的思考,企业改革与管理,2015,,2,53
谭泓;,中国工会双重角色定位的形成渊源与探索发展,马克思主义与现实,2015,,1,198-204
江南;,在全面深化改革、全面推进依法治国中发挥产业工会作用,中国工运,2015,,1,17-18
,运用法律武器 履行维权职责,兵团工运,2015,,1,8
廖和生;刘伟光;,于都县推进非公企业工会规范化建设,工会信息,2015,,1,30-31
博雅;彭程;,热情爽朗的工会主席,工会博览,2015,,1,70
冀丽;蒋浪;,陕西民办高校“互联网+”工会工作管理新模式探析,品牌(下半月),2015,,12,"""59"""
韦萍;,工会在电力企业发展中发挥的作用,科技资讯,2015,,32,"""127-128"""
王欣欣;,"努力提高自身素质,切实做好学校工会工作",中国校外教育,2015,,36,"""50"""
王仁富;,关于非公企业工会工作的若干思考,山东工会论坛,2015,,6,"""5-8"""
李晓琦;王厚俊;,第一代农民工市民化进程中存在的问题及应对策略——以广州市为例,宁夏农林科技,2015,,12,"""81-84"""
张昌付;,郑州市推行一网一卡一平台惠及职工,工会信息,2015,,36,"""2"""
周凤鸣;,渭南镇级工会拓展农民工入会途径,工会信息,2015,,36,"""42"""
张建洲;,坚持党委政治核心作用 促进交通企业工会工作,交通企业管理,2015,,12,"""36-38"""
曹彦;,机关事业单位工会在职工工资收入调整中的角色和功能,北京市工会干部学院学报,2015,,4,"""32-36"""
朱少勤;,指尖上的精彩”工作法被加以推介,珠江水运,2015,,23,"""56"""
马学礼;郑建平;,创新工作机制 服务企业职工——吴忠市总工会创新亮点工作扫描,中国职工教育,2015,,12,"""40-41"""
李梅;,农民工参加城镇职工社会保险的意愿研究——基于上海市浦东新区的调查,工会理论研究(上海工会管理职业学院学报),2015,,6,"""25-28"""
,工会事业走向辉煌,中国工运,2015,,12,"""55-56"""
明娟;王明亮;曾湘泉;,劳动争议处理模式:制度化还是非制度化?,中国人力资源开发,2015,,23,"""82-88+96"""
孙亮;,浅议温州微小型企业劳动者权益保障,人力资源管理,2015,,12,"""90-91"""
段登斌;,新形势下县级工会经审如何做到固本清源,中国工会财会,2015,,12,"""20-21"""
,数读·工会,工会博览,2015,,12,"""6"""
张昌付;,郑州市推行会员普惠服务体系,工会信息,2015,,34,"""40-41"""
,中铁八局电务公司提升维权平台效能,工会信息,2015,,34,"""46"""
苏明;,高校工会工作面临的问题与对策,黑龙江教育(理论与实践),2015,,12,"""14-15"""
王香阑;,4天未打卡单位记旷工 哺乳期女工被辞退 工会调解外企女工获补偿21万元,工会博览,2015,,12,"""11-14"""
陈晨;,经济发展新常态下构建和谐劳动关系研究,郑州大学学报(哲学社会科学版),2015,,6,"""38-41"""
郑光勇;徐峰;,新形势下高校工会服务教职工的现状与对策研究,才智,2015,,33,"""145-146"""
李毅;,"当前经济形势下,煤化工行业企业工会工作着力点",现代国企研究,2015,,22,"""73"""
,做好咱职工群众的“娘家人”——固原市原州区总工会工作纪实,宁夏画报(时政版),2015,,6,"""44-45"""
李兴龙;,山东省工会引导社会力量服务职工,工会信息,2015,,33,"""40"""
,张家港市推进基层工会社团法人核准登记网格化管理,工会信息,2015,,33,"""43"""
吕惠琴;,农民工劳动权益救济方式选择意愿调查,国家行政学院学报,2015,,5,"""79-83"""
本刊编辑部;,团结动员亿万职工奋力夺取全面建成小康社会伟大胜利,中国工运,2015,,11,"""1"""
叶礼钦;,工会工作法治化建设中应重视的几个问题,中国工运,2015,,11,"""52"""
,全总发出通知 把农民工和困难职工作为法律援助重点对象,中国职工教育,2015,,11,"""8"""
涂永珍;,新时期加强和改进党对工会工作领导的法治化思考,中国党政干部论坛,2015,,11,"""95-97"""
郎国清;,适应新常态 实现新发展 不断开创工会财务工作新局面,中国工会财会,2015,,11,"""4-6"""
魏书旗;,一线职工到底在想什么——山东滨州市总工会开展职工诉求专项调查,中国工会财会,2015,,11,"""38"""
王香阑;,一起简单劳动争议 企业恶意为难职工 从仲裁到法院 工会法援相帮员工获赔偿,工会博览,2015,,11,"""12-15"""
,津冀直通车,工会博览,2015,,11,"""18-19"""
李维干;,工会怎样“转”起来,工会信息,2015,,31,"""13-14"""
王根泉;,强力推进法治工会建设,当代江西,2015,,10,"""52"""
郁睿;李亭睿;,和谐氛围激发技术创新热情,云南电业,2015,,10,"""8-9"""
李慧杰;,试论做好企业工会工作的思想方法和工作方法,工会信息,2015,,30,"""15-16"""
孙新涛;谢伟;,镇江市推进工会劳动法律监督“筑篱”行动,工会信息,2015,,30,"""38"""
郑建平;杜兴兵;,吴忠市首批农民工服务站挂牌成立,工会信息,2015,,30,"""40"""
伏在江;,连云港市赣榆区总工会实施“三联疗法”助农民工入会,工会信息,2015,,30,"""43"""
,中国海员建设工会为农民工送“口袋书”,工会信息,2015,,30,"""44"""
徐凤阳;,高校非编教职工入会问题的调查与思考——以浙江工业大学容大后勤集团为例,高校后勤研究,2015,,5,"""92-93"""
罗琼芝;,论非公有制企业工会的作用,科技风,2015,,19,"""259"""
杨天琦;,孝昌县总工会:“三三制”推进工资集体协商,工友,2015,,10,"""33"""
周常林;,素描:工会主席余朝阳,工友,2015,,10,"""38-39"""
,信息超市,工友,2015,,10,"""44-45"""
张勇;,消防队伍转型职工心理压力释放方法探究,中小企业管理与科技(中旬刊),2015,,10,"""21"""
张明毅;,新常态下推进工会工作的有益实践,中国职工教育,2015,,10,"""18-19"""
胡艺;,抓重点促发展 创新实干求突破——河南省总工会创新工会工作服务职工群众综述,中国职工教育,2015,,10,"""20"""
,金山区总工会,工会理论研究(上海工会管理职业学院学报),2015,,5,"""50-51"""
毛跃东;,关于建筑业新生代农民工问题与创新工会工作的思考,科技与企业,2015,,19,"""160-161"""
何佳;冷培榆;李芳;,高校女教职工维权与发展研究,中国市场,2015,,40,"""52-53"""
吴胜;,黄海工会服务大众创业成效初显,中国农垦,2015,,10,"""80"""
陈明珠;,治理理论下的农业转移人口市民化,前沿,2015,,10,"""55-59"""
